n,x,y,val,xT,yT
114.0000,-16.0469,7.2808,0,NaN,NaN
115.0000,-16.0605,7.2837,0,NaN,NaN
116.0000,-16.0578,7.2895,0,NaN,NaN
117.0000,-16.0523,7.2895,0,NaN,NaN
118.0000,-16.0469,7.2895,0,NaN,NaN
119.0000,-16.0415,7.2895,0,NaN,NaN
120.0000,-16.0415,7.2982,0,NaN,NaN
121.0000,-16.0469,7.3011,0,NaN,NaN
122.0000,-16.0523,7.2982,0,NaN,NaN
123.0000,-16.0496,7.2895,0,NaN,NaN
124.0000,-16.0523,7.2808,0,NaN,NaN
125.0000,-16.0551,7.2779,0,NaN,NaN
126.0000,-16.0551,7.2721,0,NaN,NaN
127.0000,-16.0496,7.2692,0,NaN,NaN
128.0000,-16.0469,7.2721,0,NaN,NaN
129.0000,-16.0469,7.2750,0,NaN,NaN
130.0000,-16.0496,7.2837,0,NaN,NaN
131.0000,-16.0469,7.2924,0,NaN,NaN
132.0000,-16.0388,7.2953,0,NaN,NaN
133.0000,-16.0333,7.2895,0,NaN,NaN
134.0000,-16.0333,7.2837,0,NaN,NaN
135.0000,-16.0306,7.2837,0,NaN,NaN
136.0000,-16.0279,7.2866,0,NaN,NaN
137.0000,-16.0333,7.2895,0,NaN,NaN
138.0000,-16.0388,7.2924,0,NaN,NaN
139.0000,-16.0442,7.2924,0,NaN,NaN
140.0000,-16.0361,7.2953,0,NaN,NaN
141.0000,-16.0279,7.2982,0,NaN,NaN
142.0000,-16.0252,7.2953,0,NaN,NaN
143.0000,-16.0198,7.2924,0,NaN,NaN
144.0000,-16.0198,7.2924,0,NaN,NaN
145.0000,-16.0198,7.2895,0,NaN,NaN
146.0000,-16.0225,7.2895,0,NaN,NaN
147.0000,-16.0225,7.2866,0,NaN,NaN
148.0000,-16.0252,7.2837,0,NaN,NaN
149.0000,-16.0306,7.2866,0,NaN,NaN
150.0000,-16.0361,7.2924,0,NaN,NaN
151.0000,-16.0388,7.2808,0,NaN,NaN
152.0000,-16.0279,7.2663,0,NaN,NaN
153.0000,-16.0143,7.2634,0,NaN,NaN
154.0000,-16.0143,7.2750,0,NaN,NaN
155.0000,-16.0252,7.2779,0,NaN,NaN
156.0000,-16.0252,7.2721,0,NaN,NaN
157.0000,-16.0171,7.2750,0,NaN,NaN
158.0000,-16.0035,7.2779,0,NaN,NaN
159.0000,-16.0035,7.2895,0,NaN,NaN
160.0000,-15.9980,7.2953,0,NaN,NaN
161.0000,-15.9953,7.3011,0,NaN,NaN
162.0000,-15.9953,7.3011,0,NaN,NaN
163.0000,-16.0008,7.3011,0,NaN,NaN
164.0000,-16.0062,7.3011,0,NaN,NaN
165.0000,-16.0062,7.3040,0,NaN,NaN
166.0000,-16.0035,7.3040,0,NaN,NaN
167.0000,-16.0035,7.3040,0,NaN,NaN
168.0000,-16.0008,7.3040,0,NaN,NaN
169.0000,-16.0008,7.3040,0,NaN,NaN
170.0000,-15.9980,7.3069,0,NaN,NaN
171.0000,-15.9953,7.3098,0,NaN,NaN
172.0000,-15.9926,7.3127,0,NaN,NaN
173.0000,-15.9953,7.3098,0,NaN,NaN
174.0000,-16.0035,7.3098,0,NaN,NaN
175.0000,-16.0089,7.3069,0,NaN,NaN
176.0000,-16.0089,7.3098,0,NaN,NaN
177.0000,-16.0143,7.3098,0,NaN,NaN
178.0000,-16.0171,7.3127,0,NaN,NaN
179.0000,-16.0198,7.3127,0,NaN,NaN
180.0000,-16.0171,7.3127,0,NaN,NaN
181.0000,-16.0116,7.3214,0,NaN,NaN
182.0000,-16.0116,7.3272,0,NaN,NaN
183.0000,-16.0116,7.3330,0,NaN,NaN
184.0000,-16.0116,7.3301,0,NaN,NaN
185.0000,-16.0116,7.3272,0,NaN,NaN
186.0000,-16.0143,7.3272,0,NaN,NaN
187.0000,-16.0198,7.3243,0,NaN,NaN
188.0000,-16.0252,7.3156,0,NaN,NaN
189.0000,-16.0252,7.3069,0,NaN,NaN
190.0000,-16.0279,7.2982,0,NaN,NaN
191.0000,-16.0279,7.3011,0,NaN,NaN
192.0000,-16.0306,7.3040,0,NaN,NaN
193.0000,-16.0306,7.3098,0,NaN,NaN
194.0000,-16.0333,7.3156,0,NaN,NaN
195.0000,-16.0306,7.3243,0,NaN,NaN
196.0000,-16.0306,7.3272,0,NaN,NaN
197.0000,-16.0333,7.3272,0,NaN,NaN
198.0000,-16.0252,7.3272,0,NaN,NaN
199.0000,-16.0143,7.3272,0,NaN,NaN
200.0000,-16.0035,7.3272,0,NaN,NaN
201.0000,-16.0089,7.3272,0,NaN,NaN
202.0000,-16.0143,7.3301,0,NaN,NaN
203.0000,-16.0171,7.3330,0,NaN,NaN
204.0000,-16.0225,7.3301,0,NaN,NaN
205.0000,-16.0279,7.3243,0,NaN,NaN
206.0000,-16.0333,7.3156,0,NaN,NaN
207.0000,-16.0306,7.3127,0,NaN,NaN
208.0000,-16.0279,7.3069,0,NaN,NaN
209.0000,-16.0252,7.3011,0,NaN,NaN
210.0000,-16.0306,7.2982,0,NaN,NaN
211.0000,-16.0388,7.3069,0,NaN,NaN
212.0000,-16.0469,7.3185,0,NaN,NaN
213.0000,-16.0469,7.3330,0,NaN,NaN
214.0000,-16.0442,7.3359,0,NaN,NaN
215.0000,-16.0442,7.3388,0,NaN,NaN
216.0000,-16.0279,7.3417,0,NaN,NaN
217.0000,-16.0116,7.3475,0,NaN,NaN
218.0000,-16.0062,7.3504,0,NaN,NaN
219.0000,-16.0116,7.3504,0,NaN,NaN
220.0000,-16.0198,7.3446,0,NaN,NaN
221.0000,-16.0279,7.3388,0,NaN,NaN
222.0000,-16.0361,7.3359,0,NaN,NaN
223.0000,-16.0306,7.3417,0,NaN,NaN
224.0000,-16.0116,7.3504,0,NaN,NaN
225.0000,-15.9953,7.3562,0,NaN,NaN
226.0000,-15.9926,7.3591,0,NaN,NaN
227.0000,-15.9953,7.3591,0,NaN,NaN
228.0000,-16.0008,7.3620,0,NaN,NaN
229.0000,-16.0089,7.3649,0,NaN,NaN
230.0000,-16.0143,7.3678,0,NaN,NaN
231.0000,-16.0198,7.3678,0,NaN,NaN
232.0000,-16.0225,7.3678,0,NaN,NaN
233.0000,-16.0198,7.3678,0,NaN,NaN
234.0000,-16.0171,7.3649,0,NaN,NaN
235.0000,-16.0171,7.3649,0,NaN,NaN
236.0000,-16.0225,7.3620,0,NaN,NaN
237.0000,-16.0252,7.3620,0,NaN,NaN
238.0000,-16.0252,7.3620,0,NaN,NaN
239.0000,-16.0252,7.3620,0,NaN,NaN
240.0000,-16.0252,7.3620,0,NaN,NaN
241.0000,-16.0279,7.3591,0,NaN,NaN
242.0000,-16.0279,7.3562,0,NaN,NaN
243.0000,-16.0225,7.3533,0,NaN,NaN
244.0000,-16.0198,7.3504,0,NaN,NaN
245.0000,-16.0143,7.3504,0,NaN,NaN
246.0000,-16.0089,7.3591,0,NaN,NaN
247.0000,-16.0062,7.3678,0,NaN,NaN
248.0000,-16.0008,7.3736,0,NaN,NaN
249.0000,-15.9980,7.3794,0,NaN,NaN
250.0000,-15.9899,7.3852,0,NaN,NaN
251.0000,-15.9899,7.3852,0,NaN,NaN
252.0000,-15.9899,7.3794,0,NaN,NaN
253.0000,-15.9899,7.3765,0,NaN,NaN
254.0000,-15.9926,7.3765,0,NaN,NaN
255.0000,-15.9926,7.3707,0,NaN,NaN
256.0000,-15.9953,7.3649,0,NaN,NaN
257.0000,-15.9953,7.3591,0,NaN,NaN
258.0000,-15.9953,7.3562,0,NaN,NaN
259.0000,-15.9953,7.3620,0,NaN,NaN
260.0000,-16.0035,7.3649,0,NaN,NaN
261.0000,-16.0089,7.3707,0,NaN,NaN
262.0000,-16.0171,7.3707,0,NaN,NaN
263.0000,-16.0143,7.3736,0,NaN,NaN
264.0000,-16.0089,7.3736,0,NaN,NaN
265.0000,-16.0035,7.3765,0,NaN,NaN
266.0000,-15.9926,7.3794,0,NaN,NaN
267.0000,-15.9845,7.3765,0,NaN,NaN
268.0000,-15.9736,7.3765,0,NaN,NaN
269.0000,-15.9709,7.3736,0,NaN,NaN
270.0000,-15.9682,7.3765,0,NaN,NaN
271.0000,-15.9790,7.3736,0,NaN,NaN
272.0000,-15.9872,7.3736,0,NaN,NaN
273.0000,-15.9953,7.3736,0,NaN,NaN
274.0000,-15.9953,7.3736,0,NaN,NaN
275.0000,-15.9899,7.3736,0,NaN,NaN
276.0000,-15.9872,7.3707,0,NaN,NaN
277.0000,-15.9817,7.3707,0,NaN,NaN
278.0000,-15.9736,7.3678,0,NaN,NaN
279.0000,-15.9682,7.3678,0,NaN,NaN
280.0000,-15.9627,7.3736,0,NaN,NaN
281.0000,-15.9654,7.3794,0,NaN,NaN
282.0000,-15.9573,7.3910,0,NaN,NaN
283.0000,-15.9519,7.3939,0,NaN,NaN
284.0000,-15.9464,7.3968,0,NaN,NaN
285.0000,-15.9464,7.3997,0,NaN,NaN
286.0000,-15.9464,7.3997,0,NaN,NaN
287.0000,-15.9491,7.3997,0,NaN,NaN
288.0000,-15.9491,7.3997,0,NaN,NaN
289.0000,-15.9519,7.3997,0,NaN,NaN
290.0000,-15.9464,7.4026,0,NaN,NaN
291.0000,-15.9356,7.4054,0,NaN,NaN
292.0000,-15.9301,7.3997,0,NaN,NaN
293.0000,-15.9301,7.3910,0,NaN,NaN
294.0000,-15.9328,7.3823,0,NaN,NaN
295.0000,-15.9328,7.3852,0,NaN,NaN
296.0000,-15.9301,7.3765,0,NaN,NaN
297.0000,-15.9301,7.3707,0,NaN,NaN
298.0000,-15.9274,7.3678,0,NaN,NaN
299.0000,-15.9274,7.3707,0,NaN,NaN
300.0000,-15.9301,7.3736,0,NaN,NaN
301.0000,-15.9328,7.3736,0,NaN,NaN
302.0000,-15.9328,7.3678,0,NaN,NaN
303.0000,-15.9328,7.3620,0,NaN,NaN
304.0000,-15.9301,7.3562,0,NaN,NaN
305.0000,-15.9274,7.3562,0,NaN,NaN
306.0000,-15.9247,7.3533,0,NaN,NaN
307.0000,-15.9247,7.3533,0,NaN,NaN
308.0000,-15.9274,7.3533,0,NaN,NaN
309.0000,-15.9301,7.3533,0,NaN,NaN
310.0000,-15.9328,7.3504,0,NaN,NaN
311.0000,-15.9383,7.3475,0,NaN,NaN
312.0000,-15.9410,7.3475,0,NaN,NaN
313.0000,-15.9410,7.3475,0,NaN,NaN
314.0000,-15.9410,7.3504,0,NaN,NaN
315.0000,-15.9356,7.3504,0,NaN,NaN
316.0000,-15.9301,7.3533,0,NaN,NaN
317.0000,-15.9274,7.3533,0,NaN,NaN
318.0000,-15.9247,7.3533,0,NaN,NaN
319.0000,-15.9193,7.3533,0,NaN,NaN
320.0000,-15.9111,7.3562,0,NaN,NaN
321.0000,-15.9084,7.3562,0,NaN,NaN
322.0000,-15.9084,7.3533,0,NaN,NaN
323.0000,-15.9057,7.3446,0,NaN,NaN
324.0000,-15.9057,7.3359,0,NaN,NaN
325.0000,-15.9029,7.3330,0,NaN,NaN
326.0000,-15.8948,7.3301,0,NaN,NaN
327.0000,-15.8893,7.3214,0,NaN,NaN
328.0000,-15.8948,7.3127,0,NaN,NaN
329.0000,-15.9029,7.3214,0,NaN,NaN
330.0000,-15.9138,7.3301,0,NaN,NaN
331.0000,-15.9165,7.3388,0,NaN,NaN
332.0000,-15.9193,7.3330,0,NaN,NaN
333.0000,-15.9193,7.3301,0,NaN,NaN
334.0000,-15.9193,7.3301,0,NaN,NaN
335.0000,-15.9193,7.3185,0,NaN,NaN
336.0000,-15.9165,7.3098,0,NaN,NaN
337.0000,-15.9165,7.3011,0,NaN,NaN
338.0000,-15.9111,7.3011,0,NaN,NaN
339.0000,-15.9084,7.3040,0,NaN,NaN
340.0000,-15.9029,7.3069,0,NaN,NaN
341.0000,-15.9111,7.3098,0,NaN,NaN
342.0000,-15.9165,7.3127,0,NaN,NaN
343.0000,-15.9247,7.3185,0,NaN,NaN
344.0000,-15.9220,7.3243,0,NaN,NaN
345.0000,-15.9165,7.3243,0,NaN,NaN
346.0000,-15.9111,7.3243,0,NaN,NaN
347.0000,-15.9111,7.3272,0,NaN,NaN
348.0000,-15.9193,7.3214,0,NaN,NaN
349.0000,-15.9301,7.3127,0,NaN,NaN
350.0000,-15.9437,7.2982,0,NaN,NaN
351.0000,-15.9464,7.2953,0,NaN,NaN
352.0000,-15.9491,7.2924,0,NaN,NaN
353.0000,-15.9491,7.2953,0,NaN,NaN
354.0000,-15.9491,7.2953,0,NaN,NaN
355.0000,-15.9519,7.2953,0,NaN,NaN
356.0000,-15.9491,7.2924,0,NaN,NaN
357.0000,-15.9491,7.2924,0,NaN,NaN
358.0000,-15.9491,7.2982,0,NaN,NaN
359.0000,-15.9464,7.3011,0,NaN,NaN
360.0000,-15.9410,7.3011,0,NaN,NaN
361.0000,-15.9410,7.2895,0,NaN,NaN
362.0000,-15.9383,7.2808,0,NaN,NaN
363.0000,-15.9328,7.2779,0,NaN,NaN
364.0000,-15.9220,7.2837,0,NaN,NaN
365.0000,-15.9111,7.2866,0,NaN,NaN
366.0000,-15.8893,7.2924,0,NaN,NaN
367.0000,-15.8540,7.2982,0,NaN,NaN
368.0000,-15.8077,7.3040,0,NaN,NaN
369.0000,-15.7288,7.3272,0,NaN,NaN
370.0000,-15.6116,7.3562,0,NaN,NaN
371.0000,-15.4589,7.3968,0,NaN,NaN
372.0000,-15.2675,7.4257,0,NaN,NaN
373.0000,-15.0622,7.4576,0,NaN,NaN
374.0000,-14.8427,7.4721,0,NaN,NaN
375.0000,-14.6008,7.4779,0,NaN,NaN
376.0000,-14.3362,7.4663,0,NaN,NaN
377.0000,-14.0517,7.4431,0,NaN,NaN
378.0000,-13.7637,7.3910,0,NaN,NaN
379.0000,-13.4861,7.3533,0,NaN,NaN
380.0000,-13.1772,7.3098,0,NaN,NaN
381.0000,-12.8675,7.2750,0,NaN,NaN
382.0000,-12.5206,7.2025,0,NaN,NaN
383.0000,-12.1447,7.1271,0,NaN,NaN
384.0000,-11.7565,7.0168,0,NaN,NaN
385.0000,-11.3728,6.9501,0,NaN,NaN
386.0000,-11.0674,6.8949,0,NaN,NaN
387.0000,-10.7330,6.8949,0,NaN,NaN
388.0000,-10.4121,6.8629,0,NaN,NaN
389.0000,-10.0050,6.8165,0,NaN,NaN
390.0000,-9.6683,6.7642,0,NaN,NaN
391.0000,-9.2879,6.7409,0,NaN,NaN
392.0000,-8.9728,6.7322,0,NaN,NaN
393.0000,-8.6369,6.7351,0,NaN,NaN
394.0000,-8.3351,6.7206,0,NaN,NaN
395.0000,-8.0557,6.7089,0,NaN,NaN
396.0000,-7.7443,6.6712,0,NaN,NaN
397.0000,-7.4844,6.6537,0,NaN,NaN
398.0000,-7.1548,6.6217,0,NaN,NaN
399.0000,-6.8826,6.6130,0,NaN,NaN
400.0000,-6.5609,6.6072,0,NaN,NaN
401.0000,-6.2590,6.6217,0,NaN,NaN
402.0000,-5.9481,6.5868,0,NaN,NaN
403.0000,-5.6251,6.5432,0,NaN,NaN
404.0000,-5.3747,6.4967,0,NaN,NaN
405.0000,-5.1182,6.4589,0,NaN,NaN
406.0000,-4.9023,6.4269,0,NaN,NaN
407.0000,-4.6688,6.3919,0,NaN,NaN
408.0000,-4.4965,6.3978,0,NaN,NaN
409.0000,-4.3534,6.4036,0,NaN,NaN
410.0000,-4.2306,6.4094,0,NaN,NaN
411.0000,-4.1078,6.4239,0,NaN,NaN
412.0000,-4.0172,6.4414,0,NaN,NaN
413.0000,-3.9733,6.4676,0,NaN,NaN
414.0000,-3.9528,6.4909,0,NaN,NaN
415.0000,-3.9791,6.5083,0,NaN,NaN
416.0000,-4.0172,6.5199,0,NaN,NaN
417.0000,-4.0610,6.5316,0,NaN,NaN
418.0000,-4.1020,6.5403,0,NaN,NaN
419.0000,-4.1400,6.5519,0,NaN,NaN
420.0000,-4.1692,6.5578,0,NaN,NaN
421.0000,-4.1780,6.5607,0,NaN,NaN
422.0000,-4.1751,6.5636,0,NaN,NaN
423.0000,-4.1692,6.5636,0,NaN,NaN
424.0000,-4.1575,6.5636,0,NaN,NaN
425.0000,-4.1224,6.5607,0,NaN,NaN
426.0000,-4.0844,6.5578,0,NaN,NaN
427.0000,-4.0406,6.5578,0,NaN,NaN
428.0000,-4.0084,6.5549,0,NaN,NaN
429.0000,-3.9762,6.5403,0,NaN,NaN
430.0000,-3.9528,6.5258,0,NaN,NaN
431.0000,-3.9382,6.5025,0,NaN,NaN
432.0000,-3.9353,6.4938,0,NaN,NaN
433.0000,-3.9206,6.4850,0,NaN,NaN
434.0000,-3.9060,6.4792,0,NaN,NaN
435.0000,-3.8943,6.4734,0,NaN,NaN
436.0000,-3.8914,6.4705,0,NaN,NaN
437.0000,-3.8914,6.4705,0,NaN,NaN
438.0000,-3.8914,6.4734,0,NaN,NaN
439.0000,-3.8943,6.4676,0,NaN,NaN
440.0000,-3.8972,6.4618,0,NaN,NaN
441.0000,-3.8885,6.4618,0,NaN,NaN
442.0000,-3.8826,6.4705,0,NaN,NaN
443.0000,-3.8709,6.4792,0,NaN,NaN
444.0000,-3.8680,6.4792,0,NaN,NaN
445.0000,-3.8680,6.4705,0,NaN,NaN
446.0000,-3.8651,6.4618,0,NaN,NaN
447.0000,-3.8651,6.4559,0,NaN,NaN
448.0000,-3.8651,6.4559,0,NaN,NaN
449.0000,-3.8651,6.4559,0,NaN,NaN
450.0000,-3.8592,6.4530,0,NaN,NaN
451.0000,-3.8504,6.4501,0,NaN,NaN
452.0000,-3.8475,6.4501,0,NaN,NaN
453.0000,-3.8446,6.4501,0,NaN,NaN
454.0000,-3.8416,6.4530,0,NaN,NaN
455.0000,-3.8329,6.4472,0,NaN,NaN
456.0000,-3.8299,6.4443,0,NaN,NaN
457.0000,-3.8212,6.4385,0,NaN,NaN
458.0000,-3.8153,6.4385,0,NaN,NaN
459.0000,-3.8007,6.4414,0,NaN,NaN
460.0000,-3.7919,6.4385,0,NaN,NaN
461.0000,-3.7802,6.4385,0,NaN,NaN
462.0000,-3.7743,6.4327,0,NaN,NaN
463.0000,-3.7773,6.4239,0,NaN,NaN
464.0000,-3.7831,6.4065,0,NaN,NaN
465.0000,-3.7890,6.3978,0,NaN,NaN
466.0000,-3.7860,6.3919,0,NaN,NaN
467.0000,-3.7948,6.3978,0,NaN,NaN
468.0000,-3.8095,6.4007,0,NaN,NaN
469.0000,-3.8212,6.4065,0,NaN,NaN
470.0000,-3.8182,6.4123,0,NaN,NaN
471.0000,-3.8036,6.4181,0,NaN,NaN
472.0000,-3.7919,6.4210,0,NaN,NaN
473.0000,-3.7831,6.4239,0,NaN,NaN
474.0000,-3.7743,6.4210,0,NaN,NaN
475.0000,-3.7685,6.4152,0,NaN,NaN
476.0000,-3.7597,6.4094,0,NaN,NaN
477.0000,-3.7597,6.4036,0,NaN,NaN
478.0000,-3.7626,6.4007,0,NaN,NaN
479.0000,-3.7656,6.4007,0,NaN,NaN
480.0000,-3.7656,6.4007,0,NaN,NaN
481.0000,-3.7685,6.4036,0,NaN,NaN
482.0000,-3.7685,6.4065,0,NaN,NaN
483.0000,-3.7685,6.4007,0,NaN,NaN
484.0000,-3.7685,6.3919,0,NaN,NaN
485.0000,-3.7714,6.3861,0,NaN,NaN
486.0000,-3.7685,6.3861,0,NaN,NaN
487.0000,-3.7626,6.3861,0,NaN,NaN
488.0000,-3.7568,6.3890,0,NaN,NaN
489.0000,-3.7597,6.3890,0,NaN,NaN
490.0000,-3.7597,6.3919,0,NaN,NaN
491.0000,-3.7597,6.3948,0,NaN,NaN
492.0000,-3.7597,6.4007,0,NaN,NaN
493.0000,-3.7597,6.4065,0,NaN,NaN
494.0000,-3.7626,6.4123,0,NaN,NaN
495.0000,-3.7656,6.4123,0,NaN,NaN
496.0000,-3.7626,6.4123,0,NaN,NaN
497.0000,-3.7568,6.4094,0,NaN,NaN
498.0000,-3.7509,6.4123,0,NaN,NaN
499.0000,-3.7480,6.4123,0,NaN,NaN
500.0000,-3.7480,6.4181,0,NaN,NaN
501.0000,-3.7421,6.4210,0,NaN,NaN
502.0000,-3.7363,6.4239,0,NaN,NaN
503.0000,-3.7275,6.4210,0,NaN,NaN
504.0000,-3.7275,6.4152,0,NaN,NaN
505.0000,-3.7275,6.4123,0,NaN,NaN
506.0000,-3.7334,6.4123,0,NaN,NaN
507.0000,-3.7392,6.4094,0,NaN,NaN
508.0000,-3.7451,6.4094,0,NaN,NaN
509.0000,-3.7480,6.4065,0,NaN,NaN
510.0000,-3.7451,6.4094,0,NaN,NaN
511.0000,-3.7392,6.4123,0,NaN,NaN
512.0000,-3.7363,6.4239,0,NaN,NaN
513.0000,-3.7334,6.4327,0,NaN,NaN
514.0000,-3.7334,6.4356,0,NaN,NaN
515.0000,-3.7217,6.4298,0,NaN,NaN
516.0000,-3.7129,6.4239,0,NaN,NaN
517.0000,-3.7070,6.4239,0,NaN,NaN
518.0000,-3.7100,6.4269,0,NaN,NaN
519.0000,-3.7129,6.4327,0,NaN,NaN
520.0000,-3.7100,6.4414,0,NaN,NaN
521.0000,-3.7070,6.4443,0,NaN,NaN
522.0000,-3.7041,6.4414,0,NaN,NaN
523.0000,-3.7041,6.4385,0,NaN,NaN
524.0000,-3.7041,6.4356,0,NaN,NaN
525.0000,-3.7012,6.4356,0,NaN,NaN
526.0000,-3.6953,6.4327,0,NaN,NaN
527.0000,-3.6924,6.4298,0,NaN,NaN
528.0000,-3.6895,6.4327,0,NaN,NaN
529.0000,-3.6924,6.4385,0,NaN,NaN
530.0000,-3.6924,6.4414,0,NaN,NaN
531.0000,-3.6953,6.4356,0,NaN,NaN
532.0000,-3.6865,6.4414,0,NaN,NaN
533.0000,-3.6719,6.4559,0,NaN,NaN
534.0000,-3.6573,6.4705,0,NaN,NaN
535.0000,-3.6514,6.4763,0,NaN,NaN
536.0000,-3.6543,6.4676,0,NaN,NaN
